Begin Time - hh:mm:ss.ms,End Time - hh:mm:ss.ms,Duration - hh:mm:ss.ms,Anna,Anna backchannel actions,Anna backchannels,Bert,Bert backchannel actions,Bert backchannels,Cassie,Cassie backchannel actions,Cassie backchannels,Doyle,Doyle backchannel actions,Doyle backchannels,Erin,Erin backchannel actions,Erin backchannels,Flo,Flo backchannel actions,Flo backchannels,Gemma,Gemma backchannel actions,Gemma backchannels,Holly,Holly backchannel actions,Holly backchannels,Ike,Ike backchannel actions,Ike backchannels,Turn subtype,Turntype,File
00:06:32,00:06:33,00:00:01,,,,,,,um [a1329],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:06:39,00:06:40,00:00:01,,,,,,,"Yeah, it's hard. [a1331]",first assessment [a2349],It's hard [a2252],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:06:41,00:06:43,00:00:02,,,,,,,,,,"You shouldn't eat that, it's got sugar and that's like ""ach"" [a1797]",,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:06:42,00:06:42,00:00:00,,,,,,,mhm [a1332],acknowledgement [a2350],mhm [a2078],"You shouldn't eat that, it's got sugar and that's like ""ach"" [a1797]",,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:06:43,00:06:43,00:00:00,,,,,,,{LG} [a1333],acknowledgement [a2351],laugh [a2253],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:06:46,00:06:48,00:00:02,,,,,,,There are two things diabetics can't eat: [a1335],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:06:50,00:06:51,00:00:00,,,,,,,"poison, and poisonous cookies. That's my favourite. [a1336]",,,Yeah. [a1799],acknowledgement [a2291],yeah [a2211],,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:06:52,00:06:54,00:00:01,,,,,,,{BR} um [a1338],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:06:56,00:06:57,00:00:01,,,,,,,what about [a1339],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:07:06,00:07:07,00:00:00,,,,,,,,,,{BR} [a1800],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:07:10,00:07:13,00:00:03,,,,,,,it's interesting. Do they make you do a form? With like [a1345],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:07:17,00:07:18,00:00:01,,,,,,,Yeah [a1347],acknowledgement [a2353],yeah [a2080],how do you think your appointment went. [a1805],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:07:18,00:07:19,00:00:00,,,,,,,yeah [a1348],acknowledgement [a2354],yeah [a2081],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:07:22,00:07:22,00:00:00,,,,,,,,,,but [a1807],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:07:27,00:07:29,00:00:02,,,,,,,,,,"make much difference to me, personally. [a1811]",,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:07:30,00:07:31,00:00:01,,,,,,,fair enough. [a1352],first assessment [a2357],fair enough [a2084],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:07:37,00:07:38,00:00:01,,,,,,,Yeah. But when I'm at [a1354],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:07:39,00:07:42,00:00:03,,,,,,,"like a it's effectively a mental health form, [a1356]",,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:07:52,00:07:53,00:00:01,,,,,,,"but I don't know, I [a1363]",,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:07:56,00:07:57,00:00:01,,,,,,,mm [a1366],continuer [a2360],mm [a2087],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:07:59,00:08:01,00:00:02,,,,,,,,,,"diagnosed cli- +clinical clinical depression, [a1819]",,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:08:10,00:08:11,00:00:01,,,,,,,,,,me on [a1824],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:08:13,00:08:13,00:00:01,,,,,,,,,,((fluoxetin)) [a1826],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:08:18,00:08:19,00:00:00,,,,,,,,,,before I [a1830],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:08:23,00:08:25,00:00:01,,,,,,,,,,and that seems to be working. [a1833],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:08:25,00:08:25,00:00:00,,,,,,,,,,for me. [a1834],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:08:34,00:08:36,00:00:02,,,,,,,and does the ((fluoxetin)) affect your blood sugars? [a1381],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:08:45,00:08:46,00:00:01,,,,,,,mm that's fair enough [a1386],first assessment [a2371],mm that's fair enough [a2255],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:08:46,00:08:48,00:00:01,,,,,,,just I'm being nosy. [a1387],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:08:49,00:08:51,00:00:02,,,,,,,,,,"it probably has, but [a1841]",,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:08:59,00:09:00,00:00:00,,,,,,,"yeah, cause it's a depressant, so [a1392]",acknowledgement [a2374],yeah [a2256],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:09:00,00:09:01,00:00:01,,,,,,,"yeah, cause it's a depressant, so [a1392]",joint construction [a2375],"cause it's a depressant, so [a2257]",,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:09:02,00:09:03,00:00:01,,,,,,,"yeah, absolutely. [a1394]",acknowledgement [a2377],"yeah, absolutely [a2259]",,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:09:04,00:09:06,00:00:02,,,,,,,,,,"Oh, you've had that I think. [a1850]",,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:09:06,00:09:07,00:00:01,,,,,,,,,,Diabetes burnout? [a1851],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:09:07,00:09:09,00:00:01,,,,,,,,,,Yeah. I've had that as well. [a1852],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:09:10,00:09:11,00:00:02,,,,,,,,,,that is the worst thing ever. [a1853],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:09:21,00:09:22,00:00:01,,,,,,,,,,"drop something, or or [a1857]",,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:09:23,00:09:24,00:00:01,,,,,,,,,,"rip something by accident, [a1858]",,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:09:25,00:09:26,00:00:01,,,,,,,mhm [a1402],acknowledgement [a2380],mhm [a2100],you have like biggest breakdown. [a1859],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:09:31,00:09:32,00:00:01,,,,,,,,,,and then if [a1861],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:09:34,00:09:34,00:00:01,,,,,,,mhm [a1405],acknowledgement [a2383],mhm [a2103],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:09:36,00:09:38,00:00:02,,,,,,,,,,"you know you're being overdramatic, it's like ""ach"" [a1865]",,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:09:44,00:09:45,00:00:00,,,,,,,,,,yes [a1867],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:09:45,00:09:53,00:00:08,,,,,,,{LG} [a1409],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:09:57,00:09:58,00:00:02,,,,,,,{LG} [a1410],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:09:58,00:09:59,00:00:01,,,,,,,,,,I s- +so I feel so grateful. [a1874],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:10:00,00:10:00,00:00:00,,,,,,,cool [a1412],first assessment [a2386],cool [a2106],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:10:03,00:10:04,00:00:01,,,,,,,,,,"Uh, volunteering. [a1876]",,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:10:20,00:10:21,00:00:01,,,,,,,the [a1423],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:10:21,00:10:24,00:00:03,,,,,,,"is it the Scottish branch of diabetes U K? Yeah, okay. [a1424]",,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:10:24,00:10:24,00:00:00,,,,,,,,,,It's [a1882],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:10:25,00:10:25,00:00:00,,,,,,,,,,there's a [a1883],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:10:31,00:10:31,00:00:01,,,,,,,,,,So it's like [a1886],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:10:34,00:10:36,00:00:02,,,,,,,,,,"they're two separate, but they're k- +kind basically they're linked together. [a1888]",,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:10:35,00:10:35,00:00:00,,,,,,,Yeah. [a1428],acknowledgement [a2394],yeah [a2114],"they're two separate, but they're k- +kind basically they're linked together. [a1888]",,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:10:36,00:10:37,00:00:01,,,,,,,Okay [a1429],acknowledgement [a2395],okay [a2115],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:10:39,00:10:41,00:00:01,,,,,,,"ah, cool. [a1431]",acknowledgement [a2398],"ah, cool [a2117]",,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:10:42,00:10:43,00:00:01,,,,,,,"Things you miss out on, eh. [a1432]",,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:10:44,00:10:45,00:00:01,,,,,,,Mindfulness. [a1433],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:10:52,00:10:54,00:00:02,,,,,,,{LG} [a1436],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:11:05,00:11:07,00:00:02,,,,,,,I suppose for me diabetes and mental health [a1441],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:11:08,00:11:09,00:00:01,,,,,,,that's [a1442],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:11:09,00:11:11,00:00:02,,,,,,,"a thing that helps me, is that [a1443]",,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:11:34,00:11:35,00:00:02,,,,,,,Have you ever done mindfulness or [a1454],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:11:43,00:11:44,00:00:01,,,,,,,That's fair enough. [a1458],first assessment [a2401],that's fair enough [a2119],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:11:45,00:11:47,00:00:02,,,,,,,,,,I'm the sort of person where I'm [a1894],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:11:50,00:11:51,00:00:00,,,,,,,Just want to get up and do something. [a1460],,,Yeah. [a1897],acknowledgement [a2294],yeah [a2216],,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:11:54,00:11:57,00:00:02,,,,,,,((I know)) there's a lot of diabetics on twitter talking about [a1463],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:12:00,00:12:03,00:00:03,,,,,,,,,,But in saying that I'm also the sort of person who likes [a1899],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:12:06,00:12:07,00:00:01,,,,,,,,,,So it's trying to [a1901],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:12:07,00:12:08,00:00:02,,,,,,,Yeah. Balance the two. [a1467],joint construction [a2405],balance the two [a2263],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:12:09,00:12:11,00:00:02,,,,,,,,,,Especially when you've got mental health problems as well. [a1902],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:12:11,00:12:12,00:00:00,,,,,,,Yeah [a1470],change-of-activity [a2408],yeah [a2125],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:12:14,00:12:17,00:00:03,,,,,,,mental health seem like I don't know is it your G P that [a1473],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:12:29,00:12:32,00:00:03,,,,,,,"realising there's a connection, even if the diabetic [a1479]",,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:12:34,00:12:35,00:00:01,,,,,,,Is it in Edinburgh you're [a1481],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:12:36,00:12:38,00:00:01,,,,,,,"right, no, okay. [a1483]",,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:12:38,00:12:39,00:00:00,,,,,,,yeah [a1484],continuer [a2410],yeah [a2126],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:12:41,00:12:42,00:00:01,,,,,,,okay [a1485],acknowledgement [a2411],okay [a2127],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:12:42,00:12:44,00:00:02,,,,,,,,,,"I just decided to travel back, cause [a1910]",,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:12:44,00:12:45,00:00:00,,,,,,,Yeah [a1486],acknowledgement [a2412],yeah [a2128],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:12:45,00:12:47,00:00:02,,,,,,,,,,"for convenience reasons, and I like my team, so [a1911]",,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:12:52,00:12:52,00:00:01,,,,,,,Yeah [a1489],acknowledgement [a2414],yeah [a2130],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:13:04,00:13:05,00:00:01,,,,,,,yeah [a1495],acknowledgement [a2418],yeah [a2134],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:13:19,00:13:20,00:00:01,,,,,,,,,,"struggle, and pain for [a1926]",,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:13:20,00:13:20,00:00:01,,,,,,,yeah [a1500],acknowledgement [a2423],yeah [a2138],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:13:21,00:13:21,00:00:01,,,,,,,,,,no reason. [a1927],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:13:24,00:13:25,00:00:01,,,,,,,,,,couple of miles closer [a1929],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:13:26,00:13:26,00:00:00,,,,,,,yeah [a1503],acknowledgement [a2426],yeah [a2141],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:13:29,00:13:30,00:00:01,,,,,,,like can you get [a1505],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:13:31,00:13:32,00:00:01,,,,,,,,,,Yeah. Train ((to Glasgow)) [a1934],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:13:32,00:13:33,00:00:01,,,,,,,that's good [a1507],first assessment [a2427],that's good [a2142],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:13:40,00:13:41,00:00:01,,,,,,,yeah [a1509],acknowledgement [a2429],yeah [a2144],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:13:44,00:13:44,00:00:00,,,,,,,yeah [a1510],acknowledgement [a2430],yeah [a2145],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:13:49,00:13:51,00:00:02,,,,,,,{LG} [a1513],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:13:55,00:13:56,00:00:01,,,,,,,,,,I love that. [a1942],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:13:59,00:13:59,00:00:01,,,,,,,yeah [a1515],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:14:13,00:14:14,00:00:01,,,,,,,,,,what was gonna say here [a1945],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:14:16,00:14:17,00:00:01,,,,,,,,,,just wish the media [a1947],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:14:25,00:14:26,00:00:01,,,,,,,{NS} [a1518],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:14:26,00:14:28,00:00:02,,,,,,,,,,When people say diabetes they know that there's [a1953],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:14:30,00:14:31,00:00:01,,,,,,,,,,type one and type two. [a1955],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:14:37,00:14:37,00:00:01,,,,,,,mhm [a1520],acknowledgement [a2433],mhm [a2148],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:14:43,00:14:45,00:00:02,,,,,,,"Yeah, they're very different. [a1523]",,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:14:51,00:14:53,00:00:01,,,,,,,,,,"You shouldn't be eating that, it's got sugar in it. [a1964]",,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:14:57,00:14:59,00:00:02,,,,,,,"Yeah, and it's hard, isn't it, think [a1526]",,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:15:00,00:15:02,00:00:02,,,,,,,that you need to educate people all the time. [a1527],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:15:18,00:15:19,00:00:01,,,,,,,okay [a1532],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:15:26,00:15:27,00:00:00,,,,,,,this [a1536],,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:15:28,00:15:30,00:00:01,,,,,,,,,,but we s- +sit [a1972],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:15:30,00:15:31,00:00:01,,,,,,,,,,at diabetes Scotland [a1973],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:15:34,00:15:34,00:00:00,,,,,,,Okay. [a1539],acknowledgement [a2439],okay [a2154],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:15:39,00:15:40,00:00:00,,,,,,,Yeah [a1543],acknowledgement [a2443],yeah [a2158],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:15:45,00:15:46,00:00:01,,,,,,,"No, okay. [a1547]",,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:15:48,00:15:49,00:00:01,,,,,,,"{BR} type one only, aren't they, so [a1549]",,,"Yeah, I've heard o- +of yeah [a1980]",acknowledgement [a2299],"Yeah, I've heard o- +of yeah [a2220]",,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:15:54,00:15:55,00:00:00,,,,,,,yeah [a1551],acknowledgement [a2444],yeah [a2159],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:15:57,00:15:59,00:00:02,,,,,,,"and is that a lot of that online then, is that [a1553]",,,,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:16:02,00:16:03,00:00:01,,,,,,,,,,But we also do a lot of [a1985],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:16:05,00:16:05,00:00:01,,,,,,,yeah [a1557],continuer [a2446],yeah [a2162],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:16:12,00:16:13,00:00:01,,,,,,,,,,uh [a1991],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:16:13,00:16:14,00:00:01,,,,,,,,,,activities and [a1992],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:16:14,00:16:15,00:00:01,,,,,,,,,,different things like that. [a1993],,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
00:16:15,00:16:16,00:00:01,,,,,,,Cool. [a1559],change-of-activity [a2448],cool [a2164],,,,,,,,,,,,,,,,,,,other [a1154],other [a1152],20170117_Cassie-Doyle_MentalHealth_backchannels.eaf
